book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,ratings_count,image_url
168,689865384,9780689865380,Scott Westerfeld,2005,"Uglies (Uglies, #1)",eng,3.86,449073,https://images.gr-assets.com/books/1443904172m/24770.jpg  
169,618640150,9780618640160,J.R.R. Tolkien,1955,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,389054,https://images.gr-assets.com/books/1411114164m/33.jpg  
170,307592731,9780307592740,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,379872,https://images.gr-assets.com/books/1453189881m/12262741.jpg  
171,930289234,9780930289230,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,en-US,4.35,398018,https://images.gr-assets.com/books/1442239711m/472331.jpg  
172,316017922,9780316017920,Malcolm Gladwell,2008,Outliers: The Story of Success,en-US,4.11,353011,https://images.gr-assets.com/books/1344266315m/3228917.jpg  
173,142437247,9780142437250,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby-Dick or, The Whale",eng,3.46,358050,https://images.gr-assets.com/books/1327940656m/153747.jpg  
174,385340990,9780385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,393626,https://images.gr-assets.com/books/1351979318m/2728527.jpg  
175,393327345,9780393327340,Chuck Palahniuk,1996,Fight Club,eng,4.2,365349,https://images.gr-assets.com/books/1357128997m/5759.jpg  
176,441008534,9780441008540,Charlaine Harris,2001,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,420764,https://images.gr-assets.com/books/1468560853m/301082.jpg  
177,671727796,9780671727800,Alice Walker,1982,The Color Purple,eng,4.17,376766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
178,739461192,9780739461200,John Grogan,2005,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,367304,https://images.gr-assets.com/books/1308858322m/12691.jpg  
179,312330871,9780312330870,Agatha Christie,1939,And Then There Were None,eng,4.23,408983,https://images.gr-assets.com/books/1391120695m/16299.jpg  
180,385504225,9780385504220,Dan Brown,2009,"The Lost Symbol (Robert Langdon, #3)",eng,3.66,369428,https://images.gr-assets.com/books/1358274396m/6411961.jpg  
181,1416989412,9781416989420,Becca Fitzpatrick,2009,"Hush, Hush (Hush, Hush, #1)",en-US,4,448166,https://images.gr-assets.com/books/1358261334m/6339664.jpg  
182,345476875,9780345476880,Anne Rice,1976,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,3.97,372566,https://images.gr-assets.com/books/1380631642m/43763.jpg  
183,62059939,9780062059930,Kiera Cass,2012,"The Selection (The Selection, #1)",en-US,4.15,505340,https://images.gr-assets.com/books/1322103400m/10507293.jpg  
184,312362080,9780312362090,Janet Evanovich,1994,"One for the Money (Stephanie Plum, #1)",en-US,4.03,391007,https://images.gr-assets.com/books/1316730230m/6853.jpg  
185,1400052173,9781400052170,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,eng,4.04,377249,https://images.gr-assets.com/books/1327878144m/6493208.jpg  
186,99446782,9780099446780,Thomas Harris,1988,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,4.14,351107,https://images.gr-assets.com/books/1390426249m/23807.jpg  
187,316010669,9780316010660,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,en-US,3.89,348196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
188,553213695,9780553213690,"Franz Kafka, Stanley Corngold",1915,The Metamorphosis,eng,3.78,364933,https://images.gr-assets.com/books/1359061917m/485894.jpg  
189,141382899,9780141382890,Rick Riordan,2007,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,4.33,446668,https://images.gr-assets.com/books/1361038385m/561456.jpg  
190,1554681723,9781554681720,Garth Stein,2006,The Art of Racing in the Rain,eng,4.19,327409,https://images.gr-assets.com/books/1377206302m/3153910.jpg  
191,739303406,9780739303400,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,309385,https://images.gr-assets.com/books/1312066724m/21996.jpg  
192,425263908,9780425263910,Sylvia Day,2012,"Bared to You (Crossfire, #1)",eng,4.19,222678,https://images.gr-assets.com/books/1477803272m/13572249.jpg  
193,66238501,9780066238500,"C.S. Lewis, Pauline Baynes",1956,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,376385,https://images.gr-assets.com/books/1449868701m/11127.jpg  
194,1558743669,9781558743660,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,311543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
195,752864327,9780752864330,Robert Ludlum,1980,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,327122,https://images.gr-assets.com/books/1335860740m/7869.jpg  
196,786817879,9780786817870,Eoin Colfer,2001,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,386923,https://images.gr-assets.com/books/1327945104m/249747.jpg  
197,385738935,9780385738930,Lauren Kate,2009,"Fallen (Fallen, #1)",en-US,3.74,395296,https://images.gr-assets.com/books/1440619649m/6487308.jpg  
198,142000655,9780142000660,John Steinbeck,1952,East of Eden,eng,4.35,320919,https://images.gr-assets.com/books/1441547516m/4406.jpg  
199,307341569,9780307341560,Gillian Flynn,2009,Dark Places,eng,3.92,333452,https://images.gr-assets.com/books/1354988288m/5886881.jpg  
200,385339089,9780385339090,John Grisham,1993,The Client,eng,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
201,312291639,9780312291630,"Emma McLaughlin, Nicola Kraus",2002,"The Nanny Diaries (Nanny, #1)",eng,3.4,323762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
202,451527747,9780451527740,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,340920,https://images.gr-assets.com/books/1327872220m/24213.jpg  
203,192802631,9780192802640,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,eng,4.13,365425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
204,312370830,9780312370830,Tatiana de Rosnay,2007,Sarah's Key,eng,4.14,312444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
205,452284694,9780452284690,Stephen King,1982,"The Gunslinger (The Dark Tower, #1)",en-US,3.99,332494,https://images.gr-assets.com/books/1375776480m/43615.jpg  
206,399159347,9780399159340,Liane Moriarty,2013,The Husband's Secret,eng,3.92,232106,https://images.gr-assets.com/books/1460577225m/17802724.jpg  
207,385494785,9780385494790,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,291258,https://images.gr-assets.com/books/1463384482m/1898.jpg  
208,307346609,9780307346600,Max Brooks,2006,World War Z: An Oral History of the Zombie War,en-US,4.01,312969,https://images.gr-assets.com/books/1386328204m/8908.jpg  
209,385537859,9780385537860,Dan Brown,2013,"Inferno (Robert Langdon, #4)",eng,3.8,287533,https://images.gr-assets.com/books/1397093185m/17212231.jpg  
210,440227534,9780440227530,Lois Lowry,1989,Number the Stars,eng,4.11,333638,https://images.gr-assets.com/books/1370917812m/47281.jpg  
211,446692638,9780446692630,James Patterson,1993,"Along Came a Spider (Alex Cross, #1)",eng,4.08,311499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
212,450417395,9780450417400,Stephen King,1987,Misery,en-GB,4.11,334647,https://images.gr-assets.com/books/1270545451m/10614.jpg  
213,307341542,9780307341550,Gillian Flynn,2006,Sharp Objects,en-US,3.92,207889,https://images.gr-assets.com/books/1423241485m/66559.jpg  
214,439366771,9780439366780,Katherine Paterson,1977,Bridge to Terabithia,eng,3.98,337644,https://images.gr-assets.com/books/1327880087m/2839.jpg  
215,312360266,9780312360270,"P.C. Cast, Kristin Cast",2007,"Marked (House of Night, #1)",en-US,3.79,360044,https://images.gr-assets.com/books/1317067002m/30183.jpg  
216,743269519,9780743269510,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,314700,https://images.gr-assets.com/books/1421842784m/36072.jpg  
217,743477545,9780743477540,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,eng,3.94,334241,https://images.gr-assets.com/books/1327874534m/1622.jpg  
218,618711651,9780618711660,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,en-US,3.97,294726,https://images.gr-assets.com/books/1327879967m/4588.jpg  
219,375869026,9780375869020,R.J. Palacio,2012,Wonder,eng,4.43,228538,https://images.gr-assets.com/books/1309285027m/11387515.jpg  
220,312641893,9780312641890,Marissa Meyer,2012,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,https://images.gr-assets.com/books/1470056948m/11235712.jpg  
221,316206849,9780316206850,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,297712,https://images.gr-assets.com/books/1358716559m/16160797.jpg  
222,545123267,9780545123270,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,356625,https://images.gr-assets.com/books/1409283154m/6068551.jpg  
223,452011876,9780452011880,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,eng,3.68,283295,https://images.gr-assets.com/books/1405868167m/662.jpg  
224,143038257,9780143038250,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516,https://images.gr-assets.com/books/1395407074m/49436.jpg  
225,517223627,9780517223630,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,eng,4.03,343252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
226,143034901,9780143034900,"Carlos Ruiz Zafón, Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685,https://images.gr-assets.com/books/1344545047m/1232.jpg  
227,385738757,9780385738750,James Dashner,2010,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
228,767900383,9780767900390,Frances Mayes,1996,Under the Tuscan Sun,eng,3.72,279264,https://images.gr-assets.com/books/1320524083m/480479.jpg  
229,399167064,9780399167060,Liane Moriarty,2014,Big Little Lies,eng,4.2,306186,https://images.gr-assets.com/books/1492239430m/19486412.jpg  
230,590920685,9780590920680,Gail Carson Levine,1997,Ella Enchanted,eng,3.97,339117,https://images.gr-assets.com/books/1410727190m/24337.jpg  
231,743297334,9780743297330,Ernest Hemingway,1926,The Sun Also Rises,en-US,3.83,284988,https://images.gr-assets.com/books/1331828228m/3876.jpg  
232,61120073,9780061120080,Betty  Smith,1943,A Tree Grows in Brooklyn,eng,4.24,291909,https://images.gr-assets.com/books/1327883484m/14891.jpg  
233,446677388,9780446677390,James Patterson,1995,"Kiss the Girls (Alex Cross, #2)",eng,3.93,274639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
234,312577222,9780312577220,Kristin Hannah,2015,The Nightingale,eng,4.54,253606,https://images.gr-assets.com/books/1451446316m/21853621.jpg  
235,1400078776,9781400078780,Kazuo Ishiguro,2005,Never Let Me Go,eng,3.8,294123,https://images.gr-assets.com/books/1353048590m/6334.jpg  
236,786890754,9780786890750,Cecelia Ahern,2003,P.S. I Love You,en-US,4.01,262921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
237,1844080382,9781844080380,"Daphne du Maurier, Sally Beauman",1938,Rebecca,en-US,4.2,177384,https://images.gr-assets.com/books/1327871977m/12873.jpg  
238,156030306,9780156030300,Daniel Keyes,1966,Flowers for Algernon,en-US,4.07,313044,https://images.gr-assets.com/books/1367141311m/18373.jpg  
239,552995878,9780552995870,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Like Water for Chocolate,en-US,3.94,263199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
240,812968069,9780812968060,Lisa See,2005,Snow Flower and the Secret Fan,eng,4.05,280475,https://images.gr-assets.com/books/1327880508m/1103.jpg  
241,451205766,9780451205770,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,eng,4.36,256480,https://images.gr-assets.com/books/1394988109m/22034.jpg  
242,525476881,9780525476890,John Green,2006,An Abundance of Katherines,eng,3.63,312754,https://images.gr-assets.com/books/1360206426m/49750.jpg  
243,553803719,9780553803720,Isaac Asimov,1951,Foundation (Foundation #1),eng,4.13,279688,https://images.gr-assets.com/books/1417900846m/29579.jpg  
244,62255657,9780062255660,Neil Gaiman,2013,The Ocean at the End of the Lane,eng,3.99,293844,https://images.gr-assets.com/books/1497098563m/15783514.jpg  
245,60513063,9780060513060,Shel Silverstein,1981,A Light in the Attic,eng,4.34,297861,https://images.gr-assets.com/books/1427169918m/30118.jpg  
246,751565350,9780751565360,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,270603,https://images.gr-assets.com/books/1470082995m/29056083.jpg  
247,61726834,9780061726840,Lauren Oliver,2011,"Delirium (Delirium, #1)",eng,3.99,256975,https://images.gr-assets.com/books/1327890411m/11614718.jpg  
248,385339704,9780385339700,John Grisham,1992,The Pelican Brief,eng,3.95,288376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
249,61139378,9780061139380,Neil Gaiman,2002,Coraline,eng,4.03,316379,https://images.gr-assets.com/books/1493497435m/17061.jpg  
250,60853980,9780060853980,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,298304,https://images.gr-assets.com/books/1392528568m/12067.jpg  
251,140042598,9780140042600,Jack Kerouac,1955,On the Road,eng,3.64,246602,https://images.gr-assets.com/books/1413588576m/70401.jpg  
252,1476729085,9781476729080,Graeme Simsion,2013,"The Rosie Project (Don Tillman, #1)",eng,4.01,251703,https://images.gr-assets.com/books/1371651741m/16181775.jpg  
253,446579939,9780446579930,Nicholas Sparks,2008,The Lucky One,en-US,4.1,267166,https://images.gr-assets.com/books/1420816338m/3063499.jpg  
254,451191153,9780451191150,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,eng,3.85,244545,https://images.gr-assets.com/books/1491163636m/2122.jpg  
255,307886263,9780307886260,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,290674,https://images.gr-assets.com/books/1443264638m/10335308.jpg  
256,375414495,9780375414500,Abraham Verghese,2009,Cutting for Stone,eng,4.28,258319,https://images.gr-assets.com/books/1327931601m/3591262.jpg  
257,753453800,9780753453800,Robert Louis Stevenson,1882,Treasure Island,eng,3.82,268012,https://images.gr-assets.com/books/1485248909m/295.jpg  
258,1423140591,9781423140600,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.44,299980,https://images.gr-assets.com/books/1464201114m/9520360.jpg  
259,1451627289,9781451627280,Stephen King,2011,11/22/63,eng,4.29,258464,https://images.gr-assets.com/books/1327876792m/10644930.jpg  
260,241003008,9780241003010,Eric Carle,1969,The Very Hungry Caterpillar Board Book,eng,4.29,296952,https://images.gr-assets.com/books/1327878225m/4948.jpg  
261,140285601,9780140285600,Kurt Vonnegut Jr.,1963,Cat's Cradle,eng,4.18,238940,https://images.gr-assets.com/books/1327867150m/135479.jpg  
262,451528557,9780451528550,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,eng,3.87,276076,https://images.gr-assets.com/books/1327942880m/2493.jpg  
263,849946158,9780849946160,"Todd Burpo, Lynn Vincent",2010,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,4.01,228371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
264,385751060,9780385751060,John Boyne,2006,The Boy in the Striped Pajamas,eng,4.1,285692,https://images.gr-assets.com/books/1366228171m/39999.jpg  
265,1892295490,9781892295490,Joseph Conrad,1899,Heart of Darkness,eng,3.42,255576,https://images.gr-assets.com/books/1392799983m/4900.jpg  
266,1582701709,9781582701710,Rhonda Byrne,2006,"The Secret (The Secret, #1)",eng,3.62,241537,https://images.gr-assets.com/books/1482865039m/52529.jpg  
267,60987561,9780060987560,Wally Lamb,1998,I Know This Much Is True,eng,4.17,246917,https://images.gr-assets.com/books/1373532198m/227711.jpg  
268,1416524347,9781416524340,Stephen King,1983,Pet Sematary,eng,3.91,256383,https://images.gr-assets.com/books/1308894674m/10583.jpg  
269,671021001,9780671021010,Wally Lamb,1992,She's Come Undone,en-US,3.84,259576,https://images.gr-assets.com/books/1408313457m/5203.jpg  
270,756404738,9780756404730,Patrick Rothfuss,2011,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.57,245686,https://images.gr-assets.com/books/1452624392m/1215032.jpg  
271,440241901,9780440241900,Sophie Kinsella,2003,Can You Keep a Secret?,en-US,3.83,278747,https://images.gr-assets.com/books/1330464293m/33724.jpg  
272,1442403543,9781442403540,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,4.16,341826,https://images.gr-assets.com/books/1369452302m/6752378.jpg  
273,743418174,9780743418170,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro, #1)",en-US,3.7,248804,https://images.gr-assets.com/books/1327936464m/14748.jpg  
274,380018179,9780380018180,Colleen McCullough,1977,The Thorn Birds,eng,4.22,255651,https://images.gr-assets.com/books/1391416796m/3412.jpg  
275,60530928,9780060530920,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,en-US,4.12,302303,https://images.gr-assets.com/books/1303859949m/2213661.jpg  
276,1451681739,9781451681730,M.L. Stedman,2012,The Light Between Oceans,eng,4,243526,https://images.gr-assets.com/books/1336683021m/13158800.jpg  
277,439709105,9780439709100,"Cornelia Funke, Anthea Bell",2003,"Inkheart (Inkworld, #1)",en-US,3.86,285011,https://images.gr-assets.com/books/1328866790m/28194.jpg  
278,91883768,9780091883770,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,eng,3.74,237272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
279,307279464,9780307279460,Bill Bryson,1997,A Walk in the Woods,eng,4.05,250192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
280,553279378,9780553279380,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,4.19,270859,https://images.gr-assets.com/books/1327957927m/13214.jpg  
281,61950726,9780061950730,Christina Baker Kline,2013,Orphan Train,eng,4.14,226091,https://images.gr-assets.com/books/1362409483m/15818107.jpg  
282,1442416866,9781442416860,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,300553,https://images.gr-assets.com/books/1460477703m/8755776.jpg  
283,316204277,9780316204280,Maria Semple,2012,"Where'd You Go, Bernadette",eng,3.9,215453,https://images.gr-assets.com/books/1338822317m/13526165.jpg  
284,60557818,9780060557810,Neil Gaiman,1996,Neverwhere,eng,4.18,268318,https://images.gr-assets.com/books/1348747943m/14497.jpg  
285,571224385,9780571224390,"Milan Kundera, Michael Henry Heim",1984,The Unbearable Lightness of Being,eng,4.08,205279,https://images.gr-assets.com/books/1265401884m/9717.jpg  
286,552135399,9780552135400,John Irving,1989,A Prayer for Owen Meany,eng,4.22,226964,https://images.gr-assets.com/books/1260470010m/4473.jpg  
287,316182540,9780316182550,Janet Fitch,1999,White Oleander,eng,3.93,245674,https://images.gr-assets.com/books/1501159524m/32234.jpg  
288,743496728,9780743496730,Jodi Picoult,2007,Nineteen Minutes,eng,4.1,235978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
289,1401323251,9781401323260,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,eng,4.25,241869,https://images.gr-assets.com/books/1388075896m/2318271.jpg  
290,812511816,9780812511820,Robert Jordan,1990,"The Eye of the World (Wheel of Time, #1)",eng,4.18,260184,https://images.gr-assets.com/books/1337818095m/228665.jpg  
291,61150142,9780061150140,Jodi Picoult,1998,The Pact,en-US,4,221225,https://images.gr-assets.com/books/1410754561m/10916.jpg  
292,60764902,9780060764910,C.S. Lewis,1953,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,4.01,268355,https://images.gr-assets.com/books/1308814770m/65605.jpg  
293,595440096,9780595440090,Lisa Genova,2007,Still Alice,eng,4.3,223432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
294,425263916,9780425263910,Sylvia Day,2012,"Reflected in You (Crossfire, #2)",eng,4.33,252564,https://images.gr-assets.com/books/1477802540m/13596809.jpg  
295,375814248,9780375814240,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,eng,3.99,270402,https://images.gr-assets.com/books/1320412586m/6689.jpg  
296,446696617,9780446696620,James Patterson,2001,"1st to Die (Women's Murder Club, #1)",en-US,4.05,233984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
297,345453743,9780345453750,Douglas Adams,1996,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,222842,https://images.gr-assets.com/books/1404613595m/13.jpg  
298,340896965,9780340896970,David Nicholls,2009,One Day,eng,3.77,222926,https://images.gr-assets.com/books/1327873020m/6280118.jpg  
299,60775858,9780060775860,"Margaret Wise Brown, Clement Hurd",1947,Goodnight Moon,en-US,4.27,244842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
300,61969559,9780061969550,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies, #1)",en-US,3.94,253437,https://images.gr-assets.com/books/1305807140m/7747374.jpg  
301,140275363,9780140275360,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,The Iliad,eng,3.83,241088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
302,316228532,9780316228530,J.K. Rowling,2012,The Casual Vacancy,eng,3.28,231835,https://images.gr-assets.com/books/1358266832m/13497818.jpg  
303,385339690,9780385339700,John Grisham,1996,The Runaway Jury,eng,3.96,222712,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
304,316777730,9780316777740,David Sedaris,1997,Naked,en-US,4.08,201337,https://images.gr-assets.com/books/1394178867m/4138.jpg  
305,375840400,9780375840400,Christopher Paolini,2005,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,250000,https://images.gr-assets.com/books/1387119654m/45978.jpg  
306,140621679,9780140621680,"L. Frank Baum, W.W. Denslow",1900,"The Wonderful Wizard of Oz (Oz, #1)",eng,3.98,247521,https://images.gr-assets.com/books/1398003737m/236093.jpg  
307,450031063,9780450031070,Stephen King,1975,'Salem's Lot,en-GB,3.99,228680,https://images.gr-assets.com/books/1327891565m/11590.jpg  
308,679785892,9780679785900,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas,eng,4.08,232489,https://images.gr-assets.com/books/1394204569m/7745.jpg  
309,1416975888,9781416975880,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994,https://images.gr-assets.com/books/1460477747m/10025305.jpg  
310,62268341,9780062268340,Amy Poehler,2014,Yes Please,eng,3.81,251082,https://images.gr-assets.com/books/1402815435m/20910157.jpg  
311,743477553,9780743477550,William Shakespeare,1603,Othello,eng,3.88,238875,https://images.gr-assets.com/books/1459795105m/12996.jpg  
312,439206472,9780439206470,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,275670,https://images.gr-assets.com/books/1490085391m/78411.jpg  
313,449213943,9780449213940,"Erich Maria Remarque, A.W. Wheen",1929,All Quiet on the Western Front,en-US,3.92,249113,https://images.gr-assets.com/books/1441227765m/355697.jpg  
314,679805273,9780679805270,Dr. Seuss,1990,"Oh, The Places You'll Go!",en-US,4.34,257260,https://images.gr-assets.com/books/1421708635m/191139.jpg  
315,345404475,9780345404470,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,eng,4.08,223828,https://images.gr-assets.com/books/1435458683m/7082.jpg  
316,141439742,9780141439750,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,eng,3.85,230181,https://images.gr-assets.com/books/1327868529m/18254.jpg  
317,60652896,9780060652890,C.S. Lewis,1942,The Screwtape Letters,eng,4.21,116277,https://images.gr-assets.com/books/1347801873m/11149.jpg  
318,525423273,9780525423270,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.08,259479,https://images.gr-assets.com/books/1358271931m/6936382.jpg  
319,7173040,9780007173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,eng,4.36,250602,https://images.gr-assets.com/books/1327958149m/113946.jpg  
320,1401207928,9781401207920,"Alan Moore, David   Lloyd",1990,V for Vendetta,eng,4.25,210682,https://images.gr-assets.com/books/1343668985m/5805.jpg  
321,743223136,9780743223130,David McCullough,2001,John Adams,eng,4.05,215780,https://images.gr-assets.com/books/1478144278m/2203.jpg  
322,553384287,9780553384280,Dean Koontz,2003,"Odd Thomas (Odd Thomas, #1)",eng,3.94,205986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
323,679879250,9780679879250,Philip Pullman,1997,"The Subtle Knife (His Dark Materials, #2)",eng,4.1,242503,https://images.gr-assets.com/books/1451271814m/119324.jpg  
324,439488400,9780439488400,Jerry Spinelli,2000,"Stargirl (Stargirl, #1)",eng,3.74,237560,https://images.gr-assets.com/books/1335947642m/22232.jpg  
325,1423113381,9781423113390,Rick Riordan,2010,"The Red Pyramid (Kane Chronicles, #1)",eng,4.06,232791,https://images.gr-assets.com/books/1366227978m/7090447.jpg  
326,441788386,9780441788380,Robert A. Heinlein,1961,Stranger in a Strange Land,eng,3.91,220301,https://images.gr-assets.com/books/1156897088m/350.jpg  
327,965904830,9780965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim,eng,4.08,191923,https://images.gr-assets.com/books/1352983006m/10176.jpg  
328,141311371,9780141311370,"Roald Dahl, Quentin Blake",1982,The BFG,eng,4.22,245855,https://images.gr-assets.com/books/1327872673m/6319.jpg  
329,439227143,9780439227150,Jack London,1903,The Call of the Wild,eng,3.83,223932,https://images.gr-assets.com/books/1452291694m/1852.jpg  
330,385738773,9780385738770,James Dashner,2011,"The Death Cure (Maze Runner, #3)",eng,3.77,223674,https://images.gr-assets.com/books/1303997647m/7864437.jpg  
331,61142026,9780061142020,Neil Gaiman,1999,Stardust,eng,4.07,237602,https://images.gr-assets.com/books/1459127484m/16793.jpg  
332,618485228,9780618485220,Jhumpa Lahiri,2003,The Namesake,en-US,3.96,184211,https://images.gr-assets.com/books/1480106986m/33917.jpg  
333,670022411,9780670022410,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,226622,https://images.gr-assets.com/books/1322168805m/8667848.jpg  
334,375704027,9780375704020,"Haruki Murakami, Jay Rubin",1987,Norwegian Wood,eng,4.02,183988,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
